PM2.5(微克每立方米),PM10(微克每立方米),SO2(微克每立方米),NO2(微克每立方米),CO(毫克每立方米),O3(微克每立方米),U(m/s),V(m/s),TEMP(K),RH(%),PSFC(Pa),lat,lon,AQI,Major pollutants,id
43.439999,75.900002,20.209999,27.930000,0.900000,66.040001,-3.350000,0.790000,296.170013,62.200001,100957.406250,34.59,115.51,62.950001,PM10,18271
40.509998,71.070000,19.709999,25.860001,0.850000,67.790001,-3.230000,0.980000,296.190002,63.820000,101060.687500,34.58,115.67,60.535000,PM10,18272
37.250000,66.120003,19.389999,24.090000,0.790000,69.510002,-3.380000,1.210000,296.339996,64.660004,101081.023438,34.57,115.84,58.060001,PM10,18273
45.560001,80.470001,20.980000,28.670000,0.950000,66.040001,-3.030000,1.080000,296.059998,61.650002,100961.382812,34.73,115.52,65.235001,PM10,18524
42.220001,75.050003,20.510000,26.650000,0.890000,68.309998,-2.970000,1.180000,296.140015,62.820000,101062.421875,34.71,115.69,62.525002,PM10,18525
38.619999,69.730003,20.450001,25.230000,0.830000,70.339996,-3.170000,1.390000,296.269989,63.930000,101070.796875,34.7,115.85,59.865002,PM10,18526
35.590000,65.029999,20.530001,23.830000,0.780000,72.790001,-3.460000,1.580000,296.359985,64.900002,101028.796875,34.69,116.02,57.514999,PM10,18527
33.150002,61.689999,21.090000,23.170000,0.750000,75.120003,-3.590000,1.720000,296.329987,66.199997,101047.570312,34.67,116.18,55.845001,PM10,18528
31.090000,59.029999,21.990000,23.010000,0.730000,77.300003,-3.540000,1.740000,296.329987,67.419998,101089.531250,34.66,116.35,54.514999,PM10,18529
27.350000,58.730000,26.680000,26.250000,0.730000,85.339996,-3.750000,0.830000,296.709991,72.220001,101395.523438,34.58,117.17,54.364998,PM10,18534
27.459999,60.759998,21.309999,24.080000,0.740000,76.099998,-3.960000,-0.120000,295.890015,72.839996,101030.367188,34.55,117.5,55.379997,PM10,18536
26.490000,59.240002,17.709999,23.650000,0.730000,74.489998,-3.670000,-0.560000,295.790009,73.190002,101168.359375,34.54,117.66,54.620003,PM10,18537
20.440001,46.099998,11.680000,21.160000,0.630000,71.320000,-3.890000,-1.080000,295.809998,72.529999,101139.882812,34.49,118.15,46.099998,PM10,18540
18.639999,41.389999,10.380000,20.200001,0.600000,71.129997,-3.880000,-1.060000,295.730011,73.139999,101053.273438,34.47,118.32,41.389999,PM10,18541
50.549999,90.360001,22.230000,31.950001,1.090000,64.330002,-2.940000,1.310000,296.029999,58.419998,100897.593750,34.88,115.38,70.180000,PM10,18775
48.790001,87.629997,22.860001,31.580000,1.060000,65.019997,-2.840000,1.300000,296.010010,60.400002,100985.578125,34.86,115.54,68.815002,PM10,18776
45.380001,82.000000,23.040001,29.889999,0.990000,67.540001,-2.760000,1.220000,296.040009,62.119999,101052.703125,34.85,115.71,66.000000,PM10,18777
41.419998,75.559998,22.950001,28.090000,0.910000,70.510002,-2.880000,1.340000,296.119995,63.430000,101081.593750,34.84,115.87,62.779999,PM10,18778
38.200001,70.269997,22.799999,26.549999,0.840000,73.489998,-3.070000,1.600000,296.179993,64.769997,101082.187500,34.82,116.04,60.134998,PM10,18779
35.240002,65.519997,22.459999,24.450001,0.780000,76.889999,-3.230000,1.830000,296.239990,66.199997,101118.718750,34.81,116.2,57.759998,PM10,18780
32.830002,61.779999,22.520000,23.010000,0.740000,79.820000,-3.350000,1.890000,296.309998,67.239998,101174.007812,34.79,116.36,55.889999,PM10,18781
29.500000,63.000000,26.139999,22.969999,0.730000,81.519997,-3.520000,1.030000,296.359985,70.059998,101365.062500,34.72,117.19,56.500000,PM10,18786
29.809999,64.750000,25.260000,22.920000,0.740000,79.309998,-4.100000,0.390000,296.190002,70.330002,101104.890625,34.7,117.35,57.375000,PM10,18787
29.860001,65.389999,22.650000,22.750000,0.730000,77.769997,-3.950000,-0.130000,295.839996,72.430000,100932.343750,34.69,117.52,57.695000,PM10,18788
28.830000,63.650002,18.250000,22.260000,0.710000,76.139999,-3.630000,-0.680000,295.769989,73.559998,101112.046875,34.67,117.68,56.825001,PM10,18789
23.049999,53.520000,15.410000,24.200001,0.660000,71.300003,-3.520000,-0.970000,295.589996,74.000000,101103.609375,34.62,118.17,51.760002,PM10,18792
20.170000,46.369999,13.370000,22.850000,0.610000,70.839996,-3.580000,-0.910000,295.600006,73.510002,100964.281250,34.6,118.34,46.369999,PM10,18793
52.330002,100.690002,22.280001,36.259998,1.230000,63.790001,-2.190000,1.400000,296.329987,52.169998,100758.789062,35.05,114.9,75.345001,PM10,19021
52.740002,99.620003,22.830000,36.290001,1.240000,62.869999,-2.500000,1.370000,296.250000,53.410000,100797.242188,35.04,115.06,74.809998,PM10,19022
53.540001,99.440002,23.990000,36.930000,1.250000,61.810001,-2.740000,1.350000,296.079987,55.500000,100857.242188,35.03,115.23,74.720001,PM10,19023
53.380001,97.410004,24.719999,36.110001,1.210000,62.290001,-2.750000,1.350000,295.929993,57.939999,100936.976562,35.01,115.39,73.705002,PM10,19024
51.200001,92.860001,25.030001,34.680000,1.140000,64.110001,-2.710000,1.400000,295.970001,59.330002,101000.750000,35.0,115.56,71.430000,PM10,19025
48.000000,86.910004,24.670000,31.480000,1.060000,67.919998,-2.660000,1.380000,295.959991,61.560001,101047.960938,34.99,115.72,68.455002,PM10,19026
44.560001,81.430000,24.820000,29.900000,0.980000,71.019997,-2.550000,1.450000,295.929993,63.610001,101080.359375,34.97,115.89,65.714996,PM10,19027
41.200001,75.959999,25.070000,28.590000,0.910000,74.339996,-2.610000,1.640000,295.989990,65.010002,101136.656250,34.96,116.05,62.980000,PM10,19028
37.669998,69.820000,24.580000,25.580000,0.820000,78.529999,-2.880000,1.850000,296.130005,66.010002,101206.179688,34.94,116.22,59.910000,PM10,19029
35.119999,65.739998,24.889999,23.510000,0.770000,81.669998,-3.170000,2.020000,296.290009,66.940002,101245.031250,34.93,116.38,57.869999,PM10,19030
33.389999,64.129997,26.950001,23.200001,0.750000,83.559998,-3.420000,1.970000,296.410004,67.449997,101259.867188,34.91,116.55,57.064999,PM10,19031
35.340000,74.820000,39.950001,29.530001,0.840000,81.750000,-3.090000,1.500000,296.250000,69.459999,101173.781250,34.87,117.04,62.410000,PM10,19034
34.310001,74.260002,38.130001,28.799999,0.820000,80.870003,-3.670000,1.120000,296.399994,68.870003,101153.171875,34.85,117.21,62.130001,PM10,19035
33.230000,72.410004,35.240002,27.500000,0.790000,79.320000,-4.170000,0.670000,296.170013,69.599998,100794.062500,34.84,117.37,61.205002,PM10,19036
32.650002,71.500000,33.480000,26.879999,0.770000,77.980003,-4.030000,0.110000,295.700012,72.010002,100418.289062,34.82,117.54,60.750000,PM10,19037
30.459999,66.750000,22.549999,23.580000,0.710000,77.339996,-3.620000,-0.490000,295.559998,73.699997,100589.140625,34.81,117.7,58.375000,PM10,19038
28.320000,62.950001,15.910000,22.379999,0.680000,75.760002,-3.330000,-0.920000,295.579987,74.529999,100998.226562,34.79,117.86,56.474998,PM10,19039
26.930000,62.189999,17.410000,24.660000,0.690000,73.629997,-3.220000,-1.020000,295.510010,75.080002,101132.140625,34.77,118.03,56.095001,PM10,19040
24.320000,57.610001,17.379999,25.459999,0.670000,71.980003,-3.260000,-0.990000,295.480011,74.820000,101114.796875,34.76,118.19,53.805000,PM10,19041
20.719999,48.779999,13.680000,23.400000,0.600000,71.790001,-3.270000,-0.990000,295.480011,74.129997,100989.343750,34.74,118.36,48.779999,PM10,19042
16.889999,37.660000,8.060000,18.139999,0.510000,74.470001,-3.280000,-0.950000,295.549988,73.199997,100843.101562,34.72,118.52,37.660000,PM10,19043
14.840000,32.099998,6.560000,16.469999,0.470000,76.110001,-3.230000,-1.000000,295.700012,72.650002,101029.953125,34.71,118.69,32.099998,PM10,19044
52.330002,102.570000,23.629999,38.070000,1.310000,63.200001,-2.020000,1.220000,296.190002,52.009998,100815.757812,35.19,114.91,76.285004,PM10,19266
53.720001,103.480003,24.580000,39.310001,1.360000,61.590000,-2.390000,1.290000,296.190002,53.080002,100835.523438,35.17,115.08,76.740005,PM10,19267
55.980000,105.800003,26.370001,40.630001,1.390000,60.020000,-2.600000,1.320000,295.959991,55.720001,100898.906250,35.16,115.24,77.900002,PM10,19268
55.759998,103.099998,27.080000,39.610001,1.330000,60.869999,-2.560000,1.370000,295.839996,57.610001,100975.570312,35.15,115.41,76.550003,PM10,19269
53.340000,96.550003,26.990000,37.439999,1.210000,63.279999,-2.500000,1.470000,295.799988,59.619999,101030.453125,35.13,115.57,73.275002,PM10,19270
49.840000,89.830002,25.290001,31.780001,1.100000,69.180000,-2.400000,1.560000,295.820007,61.730000,101055.226562,35.12,115.74,69.915001,PM10,19271
46.369999,84.260002,25.190001,29.440001,1.010000,73.349998,-2.290000,1.590000,295.850006,63.290001,101072.781250,35.11,115.9,67.130005,PM10,19272
42.880001,78.779999,25.840000,28.340000,0.930000,76.809998,-2.360000,1.660000,295.899994,64.790001,101150.750000,35.09,116.07,64.389999,PM10,19273
39.740002,73.720001,26.940001,26.520000,0.860000,80.080002,-2.610000,1.860000,296.029999,66.320000,101250.257812,35.08,116.23,61.860001,PM10,19274
37.230000,69.860001,27.879999,24.420000,0.800000,83.070000,-3.030000,2.190000,296.279999,67.209999,101302.070312,35.06,116.4,59.930000,PM10,19275
35.470001,68.160004,29.600000,23.290001,0.770000,84.930000,-3.340000,2.300000,296.380005,67.720001,101232.109375,35.05,116.57,59.080002,PM10,19276
35.950001,71.180000,33.740002,25.129999,0.800000,84.989998,-3.150000,2.110000,296.279999,68.510002,101147.531250,35.03,116.73,60.590000,PM10,19277
36.900002,75.699997,39.320000,28.520000,0.840000,84.050003,-2.800000,1.990000,296.250000,68.930000,101164.320312,35.02,116.9,62.849998,PM10,19278
38.259998,81.220001,45.639999,32.990002,0.890000,81.949997,-2.970000,1.770000,296.329987,68.739998,101076.601562,35.0,117.06,65.610001,PM10,19279
35.529999,76.599998,40.000000,29.870001,0.830000,81.989998,-3.580000,1.540000,296.470001,67.919998,100946.640625,34.99,117.23,63.299999,PM10,19280
34.130001,74.089996,37.290001,28.559999,0.790000,80.599998,-3.980000,1.290000,296.040009,69.230003,100233.117188,34.97,117.39,62.044998,PM10,19281
33.369999,72.760002,36.680000,28.430000,0.770000,78.959999,-3.840000,0.590000,295.179993,72.809998,99306.203125,34.96,117.55,61.380001,PM10,19282
30.510000,66.739998,23.480000,23.750000,0.700000,79.250000,-3.460000,-0.200000,295.079987,74.239998,99629.039062,34.94,117.72,58.369999,PM10,19283
28.610001,64.269997,17.410000,23.120001,0.690000,77.250000,-3.190000,-0.690000,295.339996,74.529999,100468.640625,34.92,117.88,57.134998,PM10,19284
27.809999,65.849998,20.740000,26.730000,0.730000,74.190002,-3.150000,-0.960000,295.339996,75.540001,100904.710938,34.91,118.05,57.924999,PM10,19285
25.230000,61.840000,21.520000,27.799999,0.710000,71.989998,-3.240000,-1.050000,295.350006,75.529999,101055.203125,34.89,118.21,55.919998,PM10,19286
21.170000,51.680000,16.070000,24.670000,0.630000,72.269997,-3.330000,-0.920000,295.410004,75.019997,101021.562500,34.87,118.38,50.840000,PM10,19287
17.059999,39.919998,8.550000,18.620001,0.520000,75.730003,-3.300000,-0.810000,295.429993,74.330002,100906.226562,34.86,118.54,39.919998,PM10,19288
13.880000,31.080000,5.570000,14.670000,0.440000,79.610001,-3.220000,-0.730000,295.649994,72.970001,100928.773438,34.84,118.71,31.080000,PM10,19289
