PM2.5(微克每立方米),PM10(微克每立方米),SO2(微克每立方米),NO2(微克每立方米),CO(毫克每立方米),O3(微克每立方米),U(m/s),V(m/s),TEMP(K),RH(%),PSFC(Pa),lat,lon,AQI,Major pollutants,id
56.349998,84.129997,16.219999,47.720001,0.810000,27.090000,3.030000,3.480000,282.320007,32.459999,101734.992188,38.71,116.9,76.687500,PM2.5,26018
54.369999,79.739998,14.850000,47.880001,0.800000,27.070000,3.090000,3.240000,282.279999,32.549999,101745.906250,38.69,117.07,74.212502,PM2.5,26019
51.490002,75.029999,13.800000,48.090000,0.780000,26.980000,3.190000,3.060000,282.299988,33.660000,101762.281250,38.67,117.25,70.612503,PM2.5,26020
48.990002,70.830002,13.910000,48.279999,0.780000,26.730000,3.550000,2.920000,282.250000,30.559999,101780.882812,38.66,117.42,67.487503,PM2.5,26021
58.970001,87.129997,15.410000,47.599998,0.830000,26.990000,2.990000,3.540000,282.239990,31.030001,101722.062500,38.85,116.75,79.962502,PM2.5,26259
57.790001,84.449997,16.030001,49.020000,0.850000,26.360001,3.010000,3.330000,282.230011,31.459999,101736.882812,38.84,116.92,78.487503,PM2.5,26260
55.580002,79.669998,14.570000,48.840000,0.830000,26.500000,3.040000,3.090000,282.209991,31.980000,101766.101562,38.82,117.09,75.725006,PM2.5,26261
53.029999,74.989998,14.180000,49.869999,0.850000,25.790001,3.440000,2.830000,282.220001,30.889999,101770.429688,38.81,117.27,72.537498,PM2.5,26262
50.139999,71.250000,14.020000,49.369999,0.770000,27.170000,4.300000,2.830000,283.279999,36.410000,101775.523438,38.79,117.44,68.925003,PM2.5,26263
61.130001,88.849998,15.450000,49.060001,0.880000,26.200001,2.920000,3.290000,282.049988,30.379999,101728.453125,38.99,116.77,82.662498,PM2.5,26501
59.639999,84.970001,15.850000,50.360001,0.900000,25.590000,2.950000,3.080000,282.059998,30.719999,101755.093750,38.97,116.94,80.800003,PM2.5,26502
57.290001,79.660004,15.480000,51.549999,0.900000,24.709999,2.980000,2.870000,282.049988,31.530001,101778.640625,38.96,117.11,77.862503,PM2.5,26503
54.990002,73.739998,15.220000,52.689999,0.930000,23.780001,3.180000,2.550000,282.059998,29.990000,101778.476562,38.94,117.29,74.987503,PM2.5,26504
52.820000,70.379997,15.070000,53.389999,0.920000,23.180000,3.490000,2.300000,282.440002,33.119999,101770.640625,38.93,117.46,72.275002,PM2.5,26505
52.099998,69.910004,16.469999,55.250000,0.950000,21.950001,4.050000,1.630000,282.290009,31.889999,101771.757812,38.91,117.63,71.375000,PM2.5,26506
62.490002,86.639999,16.129999,52.599998,0.960000,24.110001,2.790000,2.730000,281.820007,30.309999,101750.539062,39.11,116.96,84.362503,PM2.5,26745
60.500000,80.430000,18.219999,57.549999,1.050000,19.420000,2.800000,2.550000,281.820007,31.080000,101767.203125,39.09,117.13,81.875000,PM2.5,26746
57.730000,74.320000,16.990000,56.930000,1.030000,19.820000,2.900000,2.290000,281.850006,30.030001,101772.546875,39.08,117.31,78.412498,PM2.5,26747
55.700001,71.709999,17.100000,57.939999,1.030000,19.090000,3.020000,1.930000,281.910004,31.410000,101758.296875,39.06,117.48,75.875000,PM2.5,26748
55.410000,73.010002,17.700001,60.029999,1.080000,17.750000,3.650000,1.480000,281.790009,27.520000,101743.156250,39.05,117.65,75.512497,PM2.5,26749
65.320000,89.540001,15.440000,54.119999,1.020000,22.360001,2.680000,2.400000,281.459991,30.280001,101745.031250,39.24,116.98,87.900002,PM2.5,26988
62.869999,82.820000,16.670000,60.700001,1.110000,16.580000,2.620000,2.210000,281.489990,30.889999,101769.968750,39.23,117.15,84.837502,PM2.5,26989
60.279999,76.970001,15.870000,59.889999,1.060000,16.959999,2.650000,1.980000,281.559998,30.000000,101771.132812,39.21,117.33,81.599998,PM2.5,26990
58.610001,74.779999,16.030001,61.119999,1.050000,16.129999,2.730000,1.720000,281.570007,30.900000,101742.226562,39.2,117.5,79.512497,PM2.5,26991
59.070000,76.599998,16.020000,62.270000,1.060000,15.500000,3.370000,1.350000,281.570007,26.270000,101730.570312,39.18,117.67,80.087502,PM2.5,26992
66.370003,92.239998,14.310000,53.470001,1.030000,22.830000,2.340000,2.100000,281.000000,30.950001,101753.500000,39.38,117.0,89.212502,PM2.5,27233
64.230003,85.910004,14.480000,56.950001,1.060000,20.240000,2.340000,1.960000,281.029999,31.230000,101766.921875,39.36,117.17,86.537506,PM2.5,27234
62.169998,81.650002,14.060000,57.570000,1.020000,19.610001,2.390000,1.760000,281.100006,30.389999,101751.328125,39.35,117.35,83.962494,PM2.5,27235
60.830002,79.099998,13.580000,58.950001,0.980000,18.480000,2.510000,1.550000,281.130005,30.360001,101730.023438,39.33,117.52,82.287506,PM2.5,27236
60.889999,79.370003,12.940000,60.049999,0.940000,17.510000,2.680000,1.210000,281.230011,28.219999,101728.242188,39.31,117.69,82.362503,PM2.5,27237
61.320000,80.489998,11.910000,59.650002,0.870000,17.980000,2.850000,0.870000,281.369995,28.889999,101745.820312,39.3,117.87,82.900002,PM2.5,27238
69.470001,102.300003,14.040000,54.529999,1.090000,20.930000,2.220000,1.900000,280.480011,31.920000,101669.382812,39.53,116.84,93.087502,PM2.5,27488
66.550003,94.610001,13.340000,54.529999,1.050000,21.180000,2.000000,1.790000,280.489990,31.930000,101744.492188,39.51,117.02,89.437500,PM2.5,27489
64.010002,87.989998,13.080000,55.840000,1.030000,20.629999,2.000000,1.750000,280.519989,31.840000,101741.843750,39.5,117.19,86.262505,PM2.5,27490
62.110001,84.239998,12.700000,56.090000,0.980000,20.809999,2.070000,1.600000,280.609985,31.020000,101711.859375,39.48,117.37,83.887497,PM2.5,27491
61.349998,82.589996,11.940000,56.669998,0.920000,20.520000,2.150000,1.370000,280.600006,30.350000,101717.132812,39.46,117.54,82.937500,PM2.5,27492
60.970001,82.379997,10.760000,57.529999,0.840000,19.920000,2.210000,1.050000,280.559998,29.420000,101725.726562,39.45,117.71,82.462502,PM2.5,27493
70.379997,104.730003,12.580000,57.790001,1.140000,16.900000,1.950000,1.770000,279.859985,33.439999,101636.226562,39.66,116.86,94.224998,PM2.5,27741
63.369999,89.480003,11.390000,56.020000,1.000000,18.980000,1.660000,1.460000,279.920013,32.709999,101728.546875,39.63,117.21,85.462502,PM2.5,27743
61.070000,85.430000,10.660000,55.869999,0.930000,19.730000,1.660000,1.300000,279.929993,31.770000,101708.093750,39.61,117.39,82.587502,PM2.5,27744
60.360001,84.730003,9.940000,55.549999,0.850000,20.420000,1.600000,1.010000,279.760010,31.150000,101730.656250,39.6,117.56,81.699997,PM2.5,27745
59.049999,86.199997,8.650000,55.709999,0.720000,20.799999,1.480000,0.460000,279.549988,30.250000,101758.343750,39.57,117.91,80.062500,PM2.5,27747
61.820000,89.349998,8.680000,57.200001,0.940000,15.700000,1.150000,1.120000,279.119995,33.259998,101788.390625,39.76,117.23,83.525002,PM2.5,28000
59.770000,86.690002,7.930000,56.099998,0.850000,17.440001,0.920000,0.910000,279.040009,32.880001,101774.796875,39.75,117.41,80.962502,PM2.5,28001
59.110001,90.050003,5.620000,59.060001,0.900000,12.890000,0.730000,0.870000,278.769989,32.400002,101646.593750,39.9,117.25,80.137497,PM2.5,28260
57.459999,89.629997,5.360000,57.750000,0.830000,14.560000,0.310000,1.310000,278.730011,29.760000,101720.437500,39.88,117.43,78.074997,PM2.5,28261
51.580002,89.029999,4.220000,56.169998,0.900000,12.680000,0.920000,0.290000,279.209991,33.020000,101023.257812,40.03,117.27,70.725006,PM2.5,28523
52.480000,89.519997,6.940000,57.770000,0.860000,14.750000,1.140000,1.300000,280.579987,44.840000,100862.039062,40.02,117.45,72.212502,NO2,28524
47.740002,90.250000,4.190000,54.820000,0.800000,14.810000,0.270000,0.100000,278.809998,34.779999,101029.460938,40.0,117.62,70.125000,PM10,28525
48.169998,89.440002,4.580000,52.779999,0.890000,13.190000,1.830000,0.440000,278.579987,39.110001,98920.578125,40.15,117.47,69.720001,PM10,28786
