PM2.5(微克每立方米),PM10(微克每立方米),SO2(微克每立方米),NO2(微克每立方米),CO(毫克每立方米),O3(微克每立方米),U(m/s),V(m/s),TEMP(K),RH(%),PSFC(Pa),lat,lon,AQI,Major pollutants,id
33.930000,50.259998,11.650000,4.970000,0.870000,71.080002,0.530000,-0.610000,293.100006,54.680000,81937.726562,26.15,101.91,50.129997,PM10,3990
29.840000,44.160000,9.660000,5.730000,0.820000,67.779999,0.440000,0.020000,294.040009,51.950001,83600.382812,26.15,102.06,44.160000,PM10,3991
35.799999,55.560001,17.760000,9.130000,0.980000,59.240002,0.230000,-0.730000,291.350006,62.040001,79799.976562,26.28,101.61,52.779999,PM10,4130
35.709999,56.509998,17.490000,8.630000,1.060000,57.720001,0.330000,-1.040000,292.489990,57.820000,81188.187500,26.28,101.76,53.254997,PM10,4131
32.840000,51.049999,13.660000,6.690000,1.020000,60.090000,0.340000,-0.620000,294.010010,52.610001,83590.718750,26.28,101.91,50.525002,PM10,4132
29.670000,44.869999,10.480000,6.100000,0.940000,63.189999,0.080000,-0.500000,293.670013,52.230000,83168.882812,26.29,102.06,44.869999,PM10,4133
28.629999,42.110001,8.690000,6.000000,0.840000,66.860001,-0.220000,0.180000,293.630005,50.330002,82590.593750,26.29,102.21,42.110001,PM10,4134
27.690001,39.560001,7.250000,5.580000,0.720000,70.470001,-0.400000,0.550000,293.320007,49.970001,81766.929688,26.29,102.36,39.560001,PM10,4135
26.700001,37.619999,6.350000,4.910000,0.610000,79.050003,-1.590000,0.240000,292.290009,49.080002,80268.109375,26.3,102.66,38.142857,PM2.5,4137
34.820000,60.439999,21.559999,14.210000,1.340000,44.680000,0.590000,-0.730000,294.589996,52.110001,84371.773438,26.41,101.75,55.220001,PM10,4273
33.419998,56.279999,19.950001,11.460000,1.460000,43.529999,0.320000,-0.320000,295.420013,48.610001,85623.500000,26.42,101.9,53.139999,PM10,4274
32.310001,51.700001,16.709999,8.320000,1.340000,52.110001,0.040000,-0.230000,293.269989,50.860001,81875.703125,26.42,102.05,50.849998,PM10,4275
30.190001,46.290001,12.660000,6.980000,1.120000,61.910000,-0.230000,-0.070000,293.070007,50.529999,81701.281250,26.43,102.2,46.290001,PM10,4276
28.500000,42.580002,10.090000,6.480000,0.940000,69.010002,-0.570000,0.270000,293.799988,47.639999,82719.726562,26.43,102.36,42.580002,PM10,4277
28.270000,41.419998,9.020000,5.930000,0.840000,72.849998,-0.770000,-0.070000,293.019989,47.060001,80966.117188,26.43,102.51,41.419998,PM10,4278
27.990000,39.910000,7.810000,5.260000,0.710000,76.300003,-1.230000,-0.290000,290.720001,50.910000,77515.687500,26.44,102.66,39.985714,PM2.5,4279
26.760000,37.189999,6.380000,4.260000,0.570000,81.620003,-1.150000,-0.830000,289.950012,52.380001,76955.093750,26.44,102.81,38.228573,PM2.5,4280
24.629999,34.970001,6.660000,5.110000,0.500000,83.650002,-0.650000,-1.220000,292.179993,46.730000,80631.609375,26.44,102.96,35.185715,PM2.5,4281
35.360001,69.430000,26.670000,22.240000,1.350000,36.110001,0.420000,-0.590000,294.579987,52.939999,85306.070312,26.54,101.44,59.715000,PM10,4409
39.080002,90.220001,40.820000,45.580002,1.920000,34.889999,0.550000,-0.380000,294.459991,54.070000,84867.046875,26.55,101.6,70.110001,PM10,4410
33.779999,65.290001,28.030001,22.719999,1.740000,36.689999,0.150000,-0.390000,295.899994,49.090000,86613.812500,26.55,101.75,57.645000,PM10,4411
33.540001,60.009998,24.440001,15.240000,1.770000,38.730000,-0.210000,0.040000,294.799988,49.990002,84495.140625,26.55,101.9,55.004997,PM10,4412
33.759998,56.540001,20.010000,10.030000,1.620000,47.700001,0.080000,0.070000,291.690002,54.669998,79509.976562,26.56,102.05,53.270000,PM10,4413
32.400002,52.610001,17.219999,8.870000,1.450000,55.040001,-0.060000,0.120000,292.019989,52.389999,79715.609375,26.56,102.2,51.305000,PM10,4414
30.719999,48.619999,15.100000,8.710000,1.250000,62.330002,-0.340000,-0.220000,293.040009,48.709999,81031.703125,26.56,102.35,48.619999,PM10,4415
30.180000,46.070000,13.430000,7.770000,1.060000,68.430000,-0.530000,-0.880000,292.170013,49.450001,79768.171875,26.57,102.5,46.070000,PM10,4416
28.670000,41.830002,10.260000,6.310000,0.820000,74.110001,-0.920000,-1.220000,290.049988,53.540001,76977.843750,26.57,102.65,41.830002,PM10,4417
28.059999,39.939999,7.650000,4.800000,0.660000,79.550003,-0.360000,-1.590000,289.489990,52.730000,76569.726562,26.57,102.81,40.085712,PM2.5,4418
25.830000,37.060001,7.080000,4.920000,0.560000,81.620003,0.350000,-1.350000,291.109985,49.220001,79400.882812,26.58,102.96,37.060001,PM10,4419
37.320000,82.580002,35.099998,39.939999,1.680000,39.660000,-0.470000,-0.610000,293.589996,54.320000,83068.953125,26.68,101.59,66.290001,PM10,4548
31.809999,59.369999,23.270000,17.950001,1.480000,45.779999,-0.940000,-0.770000,294.589996,50.700001,84245.117188,26.69,101.74,54.684998,PM10,4549
31.010000,53.720001,19.969999,12.220000,1.480000,50.650002,-0.660000,-0.180000,293.670013,52.509998,82827.773438,26.69,101.89,51.860001,PM10,4550
31.660000,52.400002,16.730000,9.310000,1.460000,53.400002,-0.020000,-0.110000,291.420013,55.849998,79139.578125,26.69,102.04,51.200001,PM10,4551
31.799999,50.900002,15.280000,8.360000,1.360000,58.070000,0.140000,-0.380000,290.079987,57.910000,77097.710938,26.7,102.2,50.450001,PM10,4552
31.639999,49.709999,15.770000,8.530000,1.270000,61.919998,0.240000,-0.330000,290.890015,53.990002,77809.640625,26.7,102.35,49.709999,PM10,4553
31.080000,47.380001,14.620000,7.820000,1.110000,67.250000,0.100000,-0.910000,290.869995,52.720001,77782.296875,26.7,102.5,47.380001,PM10,4554
29.809999,43.639999,11.040000,6.490000,0.870000,74.000000,-0.770000,-1.560000,289.589996,55.560001,76628.156250,26.71,102.65,43.639999,PM10,4555
28.650000,41.490002,8.990000,5.350000,0.730000,77.989998,-0.060000,-1.690000,291.299988,49.349998,79535.492188,26.71,102.8,41.490002,PM10,4556
26.309999,38.209999,8.570000,5.320000,0.610000,80.800003,0.400000,-0.270000,293.470001,44.810001,83121.351562,26.71,102.95,38.209999,PM10,4557
34.599998,61.910000,20.620001,15.890000,1.140000,41.970001,0.120000,0.130000,292.760010,56.169998,82406.492188,26.81,101.43,55.955002,PM10,4685
34.970001,66.239998,23.200001,22.260000,1.250000,40.990002,-0.510000,-0.490000,292.369995,57.709999,81423.046875,26.82,101.59,58.119999,PM10,4686
31.170000,53.419998,16.389999,11.410000,1.130000,50.779999,-0.560000,-0.770000,292.540009,55.520000,81385.351562,26.82,101.74,51.709999,PM10,4687
29.580000,48.509998,13.740000,8.780000,1.120000,56.820000,-0.580000,-0.800000,292.820007,55.400002,82180.773438,26.82,101.89,48.509998,PM10,4688
29.180000,47.049999,12.020000,7.800000,1.150000,58.009998,-0.450000,-0.300000,292.709991,54.290001,81641.421875,26.83,102.04,47.049999,PM10,4689
29.680000,45.750000,11.400000,6.770000,1.040000,62.540001,-0.140000,-0.470000,290.299988,58.099998,77551.953125,26.83,102.19,45.750000,PM10,4690
30.620001,45.480000,11.520000,6.180000,0.950000,66.580002,0.170000,-0.360000,288.470001,61.349998,74988.242188,26.84,102.34,45.480000,PM10,4691
